datetime	speed	x	y	z	d
2014-01-04_21:12:04_470510	1388869924470.0	28.0	154.0	-204.0	0.0
2014-01-04_21:12:04_477195	1388869924477.0	24.0	152.0	-216.0	0.0
2014-01-04_21:12:04_483881	1388869924484.0	24.0	154.0	-222.0	0.0
2014-01-04_21:12:04_490548	1388869924490.0	12.0	142.0	-230.0	0.0
2014-01-04_21:12:04_497230	1388869924497.0	28.0	166.0	-224.0	0.0
2014-01-04_21:12:04_503914	1388869924504.0	30.0	170.0	-212.0	0.0
2014-01-04_21:12:04_510592	1388869924510.0	30.0	180.0	-216.0	0.0
2014-01-04_21:12:04_517279	1388869924517.0	34.0	162.0	-220.0	0.0
2014-01-04_21:12:04_523961	1388869924524.0	24.0	144.0	-218.0	0.0
2014-01-04_21:12:04_530632	1388869924530.0	28.0	150.0	-230.0	0.0
2014-01-04_21:12:04_537458	1388869924537.0	32.0	160.0	-214.0	0.0
2014-01-04_21:12:04_544166	1388869924544.0	26.0	186.0	-216.0	0.0
2014-01-04_21:12:04_550852	1388869924551.0	34.0	174.0	-232.0	0.0
2014-01-04_21:12:04_557607	1388869924557.0	24.0	178.0	-214.0	0.0
2014-01-04_21:12:04_564301	1388869924564.0	24.0	180.0	-222.0	0.0
2014-01-04_21:12:04_571061	1388869924571.0	28.0	148.0	-220.0	0.0
2014-01-04_21:12:04_577769	1388869924578.0	22.0	150.0	-224.0	0.0
2014-01-04_21:12:04_584442	1388869924584.0	26.0	158.0	-216.0	0.0
2014-01-04_21:12:04_591113	1388869924591.0	28.0	154.0	-228.0	0.0
2014-01-04_21:12:04_599238	1388869924600.0	22.0	168.0	-230.0	0.0
2014-01-04_21:12:04_608785	1388869924609.0	14.0	172.0	-230.0	0.0
2014-01-04_21:12:04_615749	1388869924616.0	16.0	174.0	-226.0	0.0
2014-01-04_21:12:04_622588	1388869924622.0	24.0	156.0	-226.0	0.0
2014-01-04_21:12:04_629309	1388869924629.0	30.0	156.0	-232.0	0.0
2014-01-04_21:12:04_636037	1388869924636.0	38.0	164.0	-234.0	0.0
2014-01-04_21:12:04_642772	1388869924643.0	26.0	164.0	-232.0	0.0
2014-01-04_21:12:04_649467	1388869924649.0	20.0	142.0	-234.0	0.0
2014-01-04_21:12:04_656740	1388869924657.0	2.0	142.0	-228.0	0.0
2014-01-04_21:12:04_663523	1388869924663.0	30.0	156.0	-234.0	0.0
2014-01-04_21:12:04_670199	1388869924670.0	24.0	160.0	-232.0	0.0
2014-01-04_21:12:04_676961	1388869924677.0	12.0	162.0	-224.0	0.0
2014-01-04_21:12:04_683637	1388869924683.0	14.0	162.0	-218.0	0.0
2014-01-04_21:12:04_690309	1388869924690.0	30.0	162.0	-258.0	0.0
2014-01-04_21:12:04_696989	1388869924697.0	24.0	152.0	-238.0	0.0
2014-01-04_21:12:04_703670	1388869924703.0	20.0	170.0	-252.0	0.0
2014-01-04_21:12:04_710343	1388869924710.0	20.0	158.0	-246.0	0.0
2014-01-04_21:12:04_717034	1388869924717.0	30.0	160.0	-246.0	0.0
2014-01-04_21:12:04_723704	1388869924723.0	30.0	160.0	-240.0	0.0
2014-01-04_21:12:04_730388	1388869924730.0	20.0	156.0	-246.0	0.0
2014-01-04_21:12:04_737072	1388869924737.0	38.0	148.0	-242.0	0.0
2014-01-04_21:12:04_743743	1388869924743.0	28.0	160.0	-238.0	0.0
2014-01-04_21:12:04_750414	1388869924750.0	22.0	166.0	-242.0	0.0
2014-01-04_21:12:04_757119	1388869924757.0	24.0	152.0	-242.0	0.0
2014-01-04_21:12:04_764144	1388869924764.0	20.0	150.0	-240.0	0.0
2014-01-04_21:12:04_770923	1388869924771.0	26.0	158.0	-254.0	0.0
2014-01-04_21:12:04_777583	1388869924777.0	22.0	166.0	-220.0	0.0
2014-01-04_21:12:04_784236	1388869924784.0	32.0	150.0	-222.0	0.0
2014-01-04_21:12:04_790901	1388869924791.0	22.0	172.0	-226.0	0.0
2014-01-04_21:12:04_797638	1388869924797.0	28.0	150.0	-222.0	0.0
2014-01-04_21:12:04_804343	1388869924804.0	36.0	132.0	-230.0	0.0
2014-01-04_21:12:04_811105	1388869924811.0	20.0	146.0	-208.0	0.0
2014-01-04_21:12:04_817783	1388869924818.0	14.0	138.0	-218.0	0.0
2014-01-04_21:12:04_824452	1388869924824.0	14.0	144.0	-214.0	0.0
2014-01-04_21:12:04_831123	1388869924831.0	24.0	146.0	-200.0	0.0
2014-01-04_21:12:04_837853	1388869924838.0	20.0	140.0	-216.0	0.0
2014-01-04_21:12:04_844585	1388869924844.0	24.0	140.0	-234.0	0.0
2014-01-04_21:12:04_851306	1388869924851.0	22.0	142.0	-242.0	0.0
2014-01-04_21:12:04_857987	1388869924858.0	22.0	130.0	-250.0	0.0
2014-01-04_21:12:04_864719	1388869924864.0	26.0	148.0	-236.0	0.0
2014-01-04_21:12:04_871425	1388869924871.0	30.0	128.0	-248.0	0.0
2014-01-04_21:12:04_878159	1388869924878.0	34.0	142.0	-274.0	0.0
2014-01-04_21:12:04_884851	1388869924885.0	52.0	138.0	-230.0	0.0
2014-01-04_21:12:04_891533	1388869924891.0	46.0	132.0	-240.0	0.0
2014-01-04_21:12:04_898208	1388869924898.0	18.0	138.0	-232.0	0.0
2014-01-04_21:12:04_904887	1388869924905.0	40.0	128.0	-240.0	0.0
2014-01-04_21:12:04_911559	1388869924911.0	26.0	132.0	-238.0	0.0
2014-01-04_21:12:04_918232	1388869924918.0	24.0	132.0	-220.0	0.0
2014-01-04_21:12:04_924910	1388869924925.0	20.0	114.0	-244.0	0.0
2014-01-04_21:12:04_931607	1388869924931.0	14.0	134.0	-242.0	0.0
2014-01-04_21:12:04_938293	1388869924938.0	28.0	130.0	-226.0	0.0
2014-01-04_21:12:04_944957	1388869924945.0	26.0	128.0	-238.0	0.0
2014-01-04_21:12:04_951634	1388869924951.0	26.0	128.0	-248.0	0.0
2014-01-04_21:12:04_958310	1388869924958.0	4.0	128.0	-250.0	0.0
2014-01-04_21:12:04_965150	1388869924965.0	24.0	122.0	-254.0	0.0
2014-01-04_21:12:04_971864	1388869924972.0	28.0	124.0	-236.0	0.0
2014-01-04_21:12:04_978531	1388869924978.0	38.0	128.0	-240.0	0.0
2014-01-04_21:12:04_985200	1388869924985.0	30.0	134.0	-252.0	0.0
2014-01-04_21:12:04_991876	1388869924992.0	36.0	120.0	-238.0	0.0
2014-01-04_21:12:04_998547	1388869924998.0	30.0	128.0	-256.0	0.0
2014-01-04_21:12:05_005213	1388869925005.0	24.0	112.0	-254.0	0.0
2014-01-04_21:12:05_011873	1388869925012.0	24.0	112.0	-254.0	0.0
2014-01-04_21:12:05_018564	1388869925018.0	20.0	122.0	-258.0	0.0
2014-01-04_21:12:05_025251	1388869925025.0	30.0	120.0	-246.0	0.0
2014-01-04_21:12:05_031974	1388869925032.0	14.0	122.0	-246.0	0.0
2014-01-04_21:12:05_038709	1388869925038.0	16.0	116.0	-256.0	0.0
2014-01-04_21:12:05_045425	1388869925045.0	32.0	114.0	-246.0	0.0
2014-01-04_21:12:05_052195	1388869925052.0	32.0	92.0	-250.0	0.0
2014-01-04_21:12:05_058957	1388869925059.0	22.0	116.0	-252.0	0.0
2014-01-04_21:12:05_065636	1388869925066.0	28.0	132.0	-258.0	0.0
2014-01-04_21:12:05_072696	1388869925072.0	28.0	116.0	-250.0	0.0
2014-01-04_21:12:05_079396	1388869925079.0	34.0	108.0	-250.0	0.0
2014-01-04_21:12:05_086120	1388869925086.0	42.0	106.0	-250.0	0.0
2014-01-04_21:12:05_092816	1388869925093.0	28.0	110.0	-246.0	0.0
2014-01-04_21:12:05_099510	1388869925099.0	24.0	96.0	-244.0	0.0
2014-01-04_21:12:05_106214	1388869925106.0	26.0	88.0	-260.0	0.0
2014-01-04_21:12:05_112882	1388869925113.0	24.0	96.0	-252.0	0.0
2014-01-04_21:12:05_119563	1388869925119.0	6.0	106.0	-262.0	0.0
2014-01-04_21:12:05_126245	1388869925126.0	10.0	96.0	-256.0	0.0
2014-01-04_21:12:05_133024	1388869925133.0	32.0	100.0	-252.0	0.0
2014-01-04_21:12:05_139720	1388869925139.0	24.0	106.0	-248.0	0.0
2014-01-04_21:12:05_146407	1388869925146.0	18.0	102.0	-242.0	0.0
2014-01-04_21:12:05_153072	1388869925153.0	26.0	114.0	-252.0	0.0
2014-01-04_21:12:05_159742	1388869925159.0	16.0	96.0	-250.0	0.0
2014-01-04_21:12:05_166438	1388869925166.0	26.0	92.0	-262.0	0.0
2014-01-04_21:12:05_173130	1388869925173.0	0.0	78.0	-260.0	0.0
2014-01-04_21:12:05_179821	1388869925180.0	10.0	90.0	-242.0	0.0
2014-01-04_21:12:05_186519	1388869925186.0	38.0	82.0	-242.0	0.0
2014-01-04_21:12:05_193194	1388869925193.0	30.0	72.0	-248.0	0.0
2014-01-04_21:12:05_199866	1388869925200.0	30.0	102.0	-256.0	0.0
2014-01-04_21:12:05_206555	1388869925206.0	14.0	82.0	-248.0	0.0
2014-01-04_21:12:05_213240	1388869925213.0	26.0	92.0	-244.0	0.0
2014-01-04_21:12:05_219962	1388869925220.0	26.0	84.0	-242.0	0.0
2014-01-04_21:12:05_226651	1388869925226.0	26.0	78.0	-252.0	0.0
2014-01-04_21:12:05_233328	1388869925233.0	8.0	82.0	-260.0	0.0
2014-01-04_21:12:05_239992	1388869925240.0	20.0	70.0	-202.0	0.0
2014-01-04_21:12:05_246683	1388869925246.0	20.0	72.0	-222.0	0.0
2014-01-04_21:12:05_253363	1388869925253.0	34.0	86.0	-248.0	0.0
2014-01-04_21:12:05_260045	1388869925260.0	30.0	62.0	-250.0	0.0
2014-01-04_21:12:05_266731	1388869925266.0	30.0	78.0	-270.0	0.0
2014-01-04_21:12:05_273417	1388869925273.0	26.0	82.0	-272.0	0.0
2014-01-04_21:12:05_280085	1388869925280.0	36.0	48.0	-252.0	0.0
2014-01-04_21:12:05_286803	1388869925287.0	22.0	62.0	-230.0	0.0
2014-01-04_21:12:05_293471	1388869925293.0	22.0	80.0	-250.0	0.0
2014-01-04_21:12:05_300146	1388869925300.0	16.0	76.0	-246.0	0.0
2014-01-04_21:12:05_306892	1388869925307.0	10.0	66.0	-248.0	0.0
2014-01-04_21:12:05_313556	1388869925313.0	26.0	64.0	-252.0	0.0
2014-01-04_21:12:05_320221	1388869925320.0	28.0	50.0	-266.0	0.0
2014-01-04_21:12:05_326918	1388869925327.0	26.0	76.0	-268.0	0.0
2014-01-04_21:12:05_333597	1388869925333.0	22.0	58.0	-254.0	0.0
2014-01-04_21:12:05_340272	1388869925340.0	22.0	64.0	-250.0	0.0
2014-01-04_21:12:05_347084	1388869925347.0	28.0	60.0	-256.0	0.0
2014-01-04_21:12:05_353759	1388869925353.0	26.0	66.0	-256.0	0.0
2014-01-04_21:12:05_360437	1388869925360.0	26.0	56.0	-262.0	0.0
2014-01-04_21:12:05_367115	1388869925367.0	24.0	64.0	-278.0	0.0
2014-01-04_21:12:05_373840	1388869925374.0	24.0	64.0	-254.0	0.0
2014-01-04_21:12:05_380588	1388869925380.0	26.0	56.0	-256.0	0.0
2014-01-04_21:12:05_387327	1388869925387.0	32.0	50.0	-248.0	0.0
2014-01-04_21:12:05_393986	1388869925394.0	36.0	50.0	-250.0	0.0
2014-01-04_21:12:05_400658	1388869925400.0	28.0	48.0	-248.0	0.0
2014-01-04_21:12:05_407348	1388869925407.0	20.0	72.0	-264.0	0.0
2014-01-04_21:12:05_414005	1388869925414.0	22.0	50.0	-258.0	0.0
2014-01-04_21:12:05_420758	1388869925420.0	14.0	50.0	-262.0	0.0
2014-01-04_21:12:05_427453	1388869925427.0	20.0	44.0	-242.0	0.0
2014-01-04_21:12:05_434114	1388869925434.0	20.0	48.0	-250.0	0.0
2014-01-04_21:12:05_440837	1388869925441.0	26.0	64.0	-244.0	0.0
2014-01-04_21:12:05_447521	1388869925447.0	28.0	44.0	-222.0	0.0
2014-01-04_21:12:05_454193	1388869925454.0	12.0	58.0	-244.0	0.0
2014-01-04_21:12:05_460921	1388869925461.0	28.0	46.0	-250.0	0.0
2014-01-04_21:12:05_467627	1388869925467.0	42.0	50.0	-238.0	0.0
2014-01-04_21:12:05_474548	1388869925474.0	28.0	48.0	-254.0	0.0
2014-01-04_21:12:05_481266	1388869925481.0	20.0	42.0	-234.0	0.0
2014-01-04_21:12:05_487960	1388869925488.0	24.0	42.0	-222.0	0.0
2014-01-04_21:12:05_494603	1388869925494.0	26.0	40.0	-222.0	0.0
2014-01-04_21:12:05_501273	1388869925501.0	34.0	50.0	-232.0	0.0
2014-01-04_21:12:05_507979	1388869925508.0	16.0	34.0	-256.0	0.0
2014-01-04_21:12:05_514636	1388869925514.0	12.0	48.0	-242.0	0.0
2014-01-04_21:12:05_521302	1388869925521.0	8.0	46.0	-244.0	0.0
2014-01-04_21:12:05_528001	1388869925528.0	76.0	50.0	-252.0	0.0
2014-01-04_21:12:05_534631	1388869925534.0	22.0	56.0	-254.0	0.0
2014-01-04_21:12:05_541316	1388869925541.0	18.0	48.0	-254.0	0.0
2014-01-04_21:12:05_548030	1388869925548.0	30.0	52.0	-258.0	0.0
2014-01-04_21:12:05_554688	1388869925554.0	28.0	38.0	-260.0	0.0
2014-01-04_21:12:05_561346	1388869925561.0	38.0	38.0	-256.0	0.0
2014-01-04_21:12:05_568016	1388869925568.0	30.0	38.0	-252.0	0.0
2014-01-04_21:12:05_574692	1388869925574.0	38.0	44.0	-260.0	0.0
2014-01-04_21:12:05_581420	1388869925581.0	30.0	48.0	-254.0	0.0
2014-01-04_21:12:05_588137	1388869925588.0	20.0	40.0	-256.0	0.0
2014-01-04_21:12:05_594844	1388869925595.0	30.0	42.0	-272.0	0.0
2014-01-04_21:12:05_601518	1388869925601.0	26.0	30.0	-260.0	0.0
2014-01-04_21:12:05_608208	1388869925608.0	30.0	42.0	-260.0	0.0
2014-01-04_21:12:05_614870	1388869925615.0	34.0	38.0	-256.0	0.0
2014-01-04_21:12:05_621579	1388869925621.0	32.0	44.0	-258.0	0.0
2014-01-04_21:12:05_628275	1388869925628.0	26.0	44.0	-258.0	0.0
2014-01-04_21:12:05_635008	1388869925635.0	24.0	42.0	-256.0	0.0
2014-01-04_21:12:05_641690	1388869925641.0	24.0	54.0	-254.0	0.0
2014-01-04_21:12:05_648373	1388869925648.0	26.0	40.0	-250.0	0.0
2014-01-04_21:12:05_655033	1388869925655.0	20.0	44.0	-252.0	0.0
2014-01-04_21:12:05_661756	1388869925661.0	28.0	48.0	-272.0	0.0
2014-01-04_21:12:05_668417	1388869925668.0	32.0	24.0	-260.0	0.0
2014-01-04_21:12:05_675139	1388869925675.0	24.0	32.0	-268.0	0.0
2014-01-04_21:12:05_681843	1388869925682.0	30.0	34.0	-256.0	0.0
2014-01-04_21:12:05_688535	1388869925688.0	10.0	40.0	-270.0	0.0
2014-01-04_21:12:05_695180	1388869925695.0	14.0	40.0	-264.0	0.0
2014-01-04_21:12:05_701876	1388869925702.0	20.0	38.0	-246.0	0.0
2014-01-04_21:12:05_708622	1388869925709.0	20.0	38.0	-252.0	0.0
2014-01-04_21:12:05_715585	1388869925715.0	18.0	44.0	-248.0	0.0
2014-01-04_21:12:05_722375	1388869925722.0	28.0	14.0	-250.0	0.0
2014-01-04_21:12:05_729071	1388869925729.0	30.0	40.0	-254.0	0.0
2014-01-04_21:12:05_735807	1388869925736.0	18.0	42.0	-260.0	0.0
2014-01-04_21:12:05_742482	1388869925742.0	10.0	40.0	-256.0	0.0
2014-01-04_21:12:05_749174	1388869925749.0	26.0	38.0	-260.0	0.0
2014-01-04_21:12:05_755894	1388869925756.0	28.0	34.0	-252.0	0.0
2014-01-04_21:12:05_762564	1388869925762.0	18.0	36.0	-248.0	0.0
2014-01-04_21:12:05_769236	1388869925769.0	20.0	50.0	-248.0	0.0
2014-01-04_21:12:05_775981	1388869925776.0	32.0	36.0	-266.0	0.0
2014-01-04_21:12:05_782702	1388869925783.0	16.0	32.0	-260.0	0.0
2014-01-04_21:12:05_789716	1388869925789.0	30.0	24.0	-256.0	0.0
2014-01-04_21:12:05_796424	1388869925796.0	18.0	36.0	-264.0	0.0
2014-01-04_21:12:05_803152	1388869925803.0	0.0	42.0	-264.0	0.0
2014-01-04_21:12:05_809839	1388869925810.0	24.0	32.0	-264.0	0.0
2014-01-04_21:12:05_816521	1388869925816.0	28.0	36.0	-274.0	0.0
2014-01-04_21:12:05_823196	1388869925823.0	30.0	40.0	-266.0	0.0
2014-01-04_21:12:05_829895	1388869925830.0	30.0	42.0	-266.0	0.0
2014-01-04_21:12:05_836620	1388869925836.0	28.0	38.0	-262.0	0.0
2014-01-04_21:12:05_843356	1388869925843.0	20.0	32.0	-268.0	0.0
2014-01-04_21:12:05_850059	1388869925850.0	26.0	40.0	-250.0	0.0
2014-01-04_21:12:05_856743	1388869925856.0	34.0	30.0	-260.0	0.0
2014-01-04_21:12:05_863423	1388869925863.0	32.0	42.0	-260.0	0.0
2014-01-04_21:12:05_870075	1388869925870.0	32.0	34.0	-264.0	0.0
2014-01-04_21:12:05_876841	1388869925877.0	28.0	32.0	-260.0	0.0
2014-01-04_21:12:05_883536	1388869925883.0	30.0	48.0	-256.0	0.0
2014-01-04_21:12:05_890229	1388869925890.0	30.0	20.0	-264.0	0.0
2014-01-04_21:12:05_896996	1388869925897.0	22.0	48.0	-268.0	0.0
2014-01-04_21:12:05_903683	1388869925903.0	38.0	36.0	-258.0	0.0
2014-01-04_21:12:05_910371	1388869925910.0	26.0	54.0	-264.0	0.0
2014-01-04_21:12:05_917080	1388869925917.0	26.0	30.0	-258.0	0.0
2014-01-04_21:12:05_923750	1388869925923.0	20.0	64.0	-274.0	0.0
2014-01-04_21:12:05_930432	1388869925930.0	24.0	44.0	-252.0	0.0
2014-01-04_21:12:05_937144	1388869925937.0	38.0	24.0	-254.0	0.0
2014-01-04_21:12:05_943815	1388869925944.0	32.0	52.0	-284.0	0.0
2014-01-04_21:12:05_950496	1388869925950.0	24.0	24.0	-254.0	0.0
2014-01-04_21:12:05_957187	1388869925957.0	22.0	18.0	-270.0	0.0
2014-01-04_21:12:05_963851	1388869925964.0	18.0	40.0	-272.0	0.0
2014-01-04_21:12:05_970518	1388869925970.0	14.0	36.0	-260.0	0.0
2014-01-04_21:12:05_977192	1388869925977.0	28.0	36.0	-248.0	0.0
2014-01-04_21:12:05_983869	1388869925984.0	30.0	36.0	-258.0	0.0
2014-01-04_21:12:05_990570	1388869925990.0	24.0	40.0	-282.0	0.0
2014-01-04_21:12:05_997293	1388869925997.0	8.0	38.0	-256.0	0.0
2014-01-04_21:12:06_004005	1388869926004.0	6.0	36.0	-256.0	0.0
2014-01-04_21:12:06_010691	1388869926010.0	28.0	44.0	-232.0	0.0
2014-01-04_21:12:06_017392	1388869926017.0	32.0	36.0	-248.0	0.0
2014-01-04_21:12:06_024078	1388869926024.0	30.0	44.0	-254.0	0.0
2014-01-04_21:12:06_030754	1388869926030.0	26.0	40.0	-268.0	0.0
2014-01-04_21:12:06_037441	1388869926037.0	16.0	38.0	-256.0	0.0
2014-01-04_21:12:06_044138	1388869926044.0	22.0	40.0	-258.0	0.0
2014-01-04_21:12:06_050817	1388869926051.0	24.0	44.0	-272.0	0.0
2014-01-04_21:12:06_057515	1388869926057.0	26.0	46.0	-272.0	0.0
2014-01-04_21:12:06_064183	1388869926064.0	28.0	38.0	-258.0	0.0
2014-01-04_21:12:06_070844	1388869926071.0	30.0	40.0	-258.0	0.0
2014-01-04_21:12:06_077523	1388869926077.0	30.0	32.0	-256.0	0.0
2014-01-04_21:12:06_084209	1388869926084.0	24.0	20.0	-270.0	0.0
2014-01-04_21:12:06_090965	1388869926091.0	20.0	46.0	-268.0	0.0
2014-01-04_21:12:06_097683	1388869926097.0	20.0	38.0	-268.0	0.0
2014-01-04_21:12:06_104366	1388869926104.0	20.0	38.0	-270.0	0.0
2014-01-04_21:12:06_111047	1388869926111.0	26.0	34.0	-264.0	0.0
2014-01-04_21:12:06_117780	1388869926118.0	16.0	38.0	-260.0	0.0
2014-01-04_21:12:06_124455	1388869926124.0	28.0	30.0	-262.0	0.0
2014-01-04_21:12:06_131261	1388869926131.0	30.0	44.0	-260.0	0.0
2014-01-04_21:12:06_137954	1388869926138.0	32.0	46.0	-256.0	0.0
2014-01-04_21:12:06_144630	1388869926144.0	54.0	30.0	-262.0	0.0
2014-01-04_21:12:06_151311	1388869926151.0	30.0	34.0	-248.0	0.0
2014-01-04_21:12:06_157987	1388869926158.0	36.0	28.0	-258.0	0.0
2014-01-04_21:12:06_164682	1388869926164.0	20.0	42.0	-256.0	0.0
2014-01-04_21:12:06_171386	1388869926171.0	26.0	26.0	-256.0	0.0
2014-01-04_21:12:06_178047	1388869926178.0	16.0	32.0	-262.0	0.0
2014-01-04_21:12:06_184737	1388869926184.0	30.0	38.0	-254.0	0.0
2014-01-04_21:12:06_191699	1388869926191.0	14.0	42.0	-256.0	0.0
2014-01-04_21:12:06_198440	1388869926198.0	24.0	48.0	-236.0	0.0
2014-01-04_21:12:06_205141	1388869926205.0	28.0	32.0	-242.0	0.0
2014-01-04_21:12:06_211826	1388869926212.0	32.0	20.0	-240.0	0.0
2014-01-04_21:12:06_218506	1388869926218.0	34.0	46.0	-264.0	0.0
2014-01-04_21:12:06_225174	1388869926225.0	26.0	46.0	-230.0	0.0
2014-01-04_21:12:06_231846	1388869926232.0	26.0	42.0	-246.0	0.0
2014-01-04_21:12:06_238520	1388869926238.0	36.0	36.0	-256.0	0.0
2014-01-04_21:12:06_245185	1388869926245.0	36.0	36.0	-256.0	0.0
2014-01-04_21:12:06_251862	1388869926252.0	16.0	42.0	-244.0	0.0
2014-01-04_21:12:06_258541	1388869926258.0	20.0	32.0	-242.0	0.0
2014-01-04_21:12:06_265205	1388869926265.0	24.0	30.0	-234.0	0.0
2014-01-04_21:12:06_271860	1388869926272.0	18.0	48.0	-252.0	0.0
2014-01-04_21:12:06_278518	1388869926278.0	24.0	52.0	-242.0	0.0
2014-01-04_21:12:06_285174	1388869926285.0	28.0	40.0	-234.0	0.0
2014-01-04_21:12:06_291825	1388869926292.0	24.0	48.0	-236.0	0.0
2014-01-04_21:12:06_298545	1388869926298.0	24.0	46.0	-236.0	0.0
2014-01-04_21:12:06_305241	1388869926305.0	30.0	40.0	-226.0	0.0
2014-01-04_21:12:06_311911	1388869926312.0	30.0	48.0	-250.0	0.0
2014-01-04_21:12:06_318594	1388869926318.0	34.0	38.0	-228.0	0.0
2014-01-04_21:12:06_325280	1388869926325.0	32.0	22.0	-240.0	0.0
2014-01-04_21:12:06_332015	1388869926332.0	26.0	52.0	-234.0	0.0
2014-01-04_21:12:06_338687	1388869926338.0	26.0	54.0	-248.0	0.0
2014-01-04_21:12:06_345335	1388869926345.0	22.0	60.0	-240.0	0.0
2014-01-04_21:12:06_352266	1388869926352.0	22.0	58.0	-248.0	0.0
2014-01-04_21:12:06_358999	1388869926359.0	24.0	46.0	-248.0	0.0
2014-01-04_21:12:06_365735	1388869926365.0	24.0	52.0	-250.0	0.0
2014-01-04_21:12:06_372398	1388869926372.0	28.0	64.0	-248.0	0.0
2014-01-04_21:12:06_379152	1388869926379.0	2.0	60.0	-246.0	0.0
2014-01-04_21:12:06_385880	1388869926386.0	16.0	56.0	-244.0	0.0
2014-01-04_21:12:06_392635	1388869926392.0	20.0	60.0	-244.0	0.0
2014-01-04_21:12:06_399340	1388869926399.0	24.0	60.0	-242.0	0.0
2014-01-04_21:12:06_406049	1388869926406.0	14.0	62.0	-238.0	0.0
2014-01-04_21:12:06_412786	1388869926413.0	22.0	58.0	-240.0	0.0
2014-01-04_21:12:06_419476	1388869926419.0	26.0	64.0	-242.0	0.0
2014-01-04_21:12:06_426149	1388869926426.0	26.0	64.0	-250.0	0.0
2014-01-04_21:12:06_432818	1388869926433.0	24.0	64.0	-242.0	0.0
2014-01-04_21:12:06_439500	1388869926439.0	28.0	70.0	-254.0	0.0
2014-01-04_21:12:06_446180	1388869926446.0	28.0	64.0	-254.0	0.0
2014-01-04_21:12:06_452906	1388869926453.0	30.0	64.0	-254.0	0.0
2014-01-04_21:12:06_459611	1388869926459.0	32.0	72.0	-258.0	0.0
2014-01-04_21:12:06_466301	1388869926466.0	30.0	70.0	-252.0	0.0
2014-01-04_21:12:06_472948	1388869926473.0	24.0	80.0	-246.0	0.0
2014-01-04_21:12:06_479613	1388869926479.0	30.0	80.0	-252.0	0.0
2014-01-04_21:12:06_486304	1388869926486.0	14.0	80.0	-252.0	0.0
2014-01-04_21:12:06_492985	1388869926493.0	40.0	76.0	-256.0	0.0
2014-01-04_21:12:06_500111	1388869926500.0	24.0	78.0	-242.0	0.0
2014-01-04_21:12:06_506874	1388869926507.0	30.0	108.0	-246.0	0.0
2014-01-04_21:12:06_513548	1388869926513.0	32.0	98.0	-256.0	0.0
2014-01-04_21:12:06_520212	1388869926520.0	40.0	84.0	-256.0	0.0
2014-01-04_21:12:06_526893	1388869926527.0	24.0	92.0	-260.0	0.0
2014-01-04_21:12:06_533568	1388869926533.0	20.0	94.0	-258.0	0.0
2014-01-04_21:12:06_540293	1388869926540.0	22.0	96.0	-258.0	0.0
2014-01-04_21:12:06_547126	1388869926547.0	12.0	92.0	-256.0	0.0
2014-01-04_21:12:06_553814	1388869926554.0	0.0	96.0	-260.0	0.0
2014-01-04_21:12:06_560502	1388869926560.0	18.0	102.0	-246.0	0.0
2014-01-04_21:12:06_567220	1388869926567.0	28.0	116.0	-246.0	0.0
2014-01-04_21:12:06_574158	1388869926574.0	24.0	108.0	-260.0	0.0
2014-01-04_21:12:06_580932	1388869926581.0	18.0	102.0	-262.0	0.0
2014-01-04_21:12:06_587630	1388869926587.0	26.0	94.0	-264.0	0.0
2014-01-04_21:12:06_594300	1388869926594.0	38.0	110.0	-258.0	0.0
2014-01-04_21:12:06_600972	1388869926601.0	40.0	112.0	-252.0	0.0
2014-01-04_21:12:06_608016	1388869926608.0	36.0	106.0	-280.0	0.0
2014-01-04_21:12:06_614715	1388869926614.0	14.0	104.0	-250.0	0.0
2014-01-04_21:12:06_621428	1388869926621.0	10.0	102.0	-240.0	0.0
2014-01-04_21:12:06_628135	1388869926628.0	32.0	100.0	-254.0	0.0
2014-01-04_21:12:06_634806	1388869926635.0	24.0	88.0	-244.0	0.0
2014-01-04_21:12:06_641487	1388869926641.0	18.0	110.0	-230.0	0.0
2014-01-04_21:12:06_648171	1388869926648.0	18.0	112.0	-228.0	0.0
2014-01-04_21:12:06_654834	1388869926655.0	32.0	124.0	-238.0	0.0
2014-01-04_21:12:06_661538	1388869926661.0	12.0	116.0	-238.0	0.0
2014-01-04_21:12:06_668215	1388869926668.0	46.0	120.0	-256.0	0.0
2014-01-04_21:12:06_674864	1388869926675.0	32.0	110.0	-250.0	0.0
2014-01-04_21:12:06_681540	1388869926681.0	38.0	116.0	-250.0	0.0
2014-01-04_21:12:06_688222	1388869926688.0	30.0	114.0	-250.0	0.0
2014-01-04_21:12:06_694869	1388869926695.0	26.0	116.0	-256.0	0.0
2014-01-04_21:12:06_701582	1388869926701.0	8.0	122.0	-250.0	0.0
2014-01-04_21:12:06_708336	1388869926708.0	36.0	112.0	-250.0	0.0
2014-01-04_21:12:06_715107	1388869926715.0	30.0	120.0	-252.0	0.0
2014-01-04_21:12:06_721818	1388869926722.0	32.0	128.0	-248.0	0.0
2014-01-04_21:12:06_728515	1388869926728.0	32.0	126.0	-254.0	0.0
2014-01-04_21:12:06_735183	1388869926735.0	30.0	134.0	-254.0	0.0
2014-01-04_21:12:06_741945	1388869926742.0	30.0	126.0	-258.0	0.0
2014-01-04_21:12:06_748631	1388869926748.0	22.0	114.0	-254.0	0.0
2014-01-04_21:12:06_755375	1388869926755.0	26.0	132.0	-276.0	0.0
