datetime	speed	x	y	z	d
2014-01-04_21:12:14_629427	1388869934629.0	24.0	148.0	-226.0	0.0
2014-01-04_21:12:14_636176	1388869934636.0	24.0	148.0	-226.0	0.0
2014-01-04_21:12:14_642852	1388869934643.0	18.0	152.0	-225.0	0.0
2014-01-04_21:12:14_649552	1388869934649.0	18.0	152.0	-225.0	0.0
2014-01-04_21:12:14_656242	1388869934656.0	18.0	152.0	-225.0	0.0
2014-01-04_21:12:14_662916	1388869934663.0	18.0	148.0	-226.0	0.0
2014-01-04_21:12:14_669678	1388869934669.0	18.0	148.0	-226.0	0.0
2014-01-04_21:12:14_676376	1388869934676.0	20.0	148.0	-229.0	0.0
2014-01-04_21:12:14_683033	1388869934683.0	20.0	148.0	-229.0	0.0
2014-01-04_21:12:14_689689	1388869934689.0	20.0	148.0	-229.0	0.0
2014-01-04_21:12:14_696706	1388869934696.0	18.0	150.0	-226.0	0.0
2014-01-04_21:12:14_703416	1388869934703.0	18.0	150.0	-226.0	0.0
2014-01-04_21:12:14_710113	1388869934710.0	18.0	150.0	-226.0	0.0
2014-01-04_21:12:14_716851	1388869934717.0	33.0	144.0	-227.0	0.0
2014-01-04_21:12:14_723516	1388869934723.0	33.0	144.0	-227.0	0.0
2014-01-04_21:12:14_730213	1388869934730.0	33.0	144.0	-227.0	0.0
2014-01-04_21:12:14_736918	1388869934737.0	35.0	148.0	-229.0	0.0
2014-01-04_21:12:14_743593	1388869934743.0	35.0	148.0	-229.0	0.0
2014-01-04_21:12:14_750283	1388869934750.0	35.0	148.0	-229.0	0.0
2014-01-04_21:12:14_756968	1388869934757.0	29.0	147.0	-223.0	0.0
2014-01-04_21:12:14_763640	1388869934763.0	29.0	147.0	-223.0	0.0
2014-01-04_21:12:14_770335	1388869934770.0	29.0	147.0	-223.0	0.0
2014-01-04_21:12:14_777020	1388869934777.0	26.0	150.0	-230.0	0.0
2014-01-04_21:12:14_783679	1388869934783.0	26.0	150.0	-230.0	0.0
2014-01-04_21:12:14_790350	1388869934790.0	26.0	150.0	-230.0	0.0
2014-01-04_21:12:14_797086	1388869934797.0	22.0	150.0	-224.0	0.0
2014-01-04_21:12:14_803862	1388869934804.0	22.0	150.0	-224.0	0.0
2014-01-04_21:12:14_810554	1388869934810.0	22.0	150.0	-224.0	0.0
2014-01-04_21:12:14_817243	1388869934817.0	32.0	148.0	-228.0	0.0
2014-01-04_21:12:14_823913	1388869934824.0	32.0	148.0	-228.0	0.0
2014-01-04_21:12:14_830672	1388869934830.0	32.0	148.0	-228.0	0.0
2014-01-04_21:12:14_837630	1388869934837.0	26.0	150.0	-224.0	0.0
2014-01-04_21:12:14_844345	1388869934844.0	26.0	150.0	-224.0	0.0
2014-01-04_21:12:14_851037	1388869934851.0	26.0	150.0	-224.0	0.0
2014-01-04_21:12:14_857730	1388869934857.0	26.0	147.0	-230.0	0.0
2014-01-04_21:12:14_864416	1388869934864.0	26.0	147.0	-230.0	0.0
2014-01-04_21:12:14_871089	1388869934871.0	27.0	151.0	-224.0	0.0
2014-01-04_21:12:14_877785	1388869934878.0	27.0	151.0	-224.0	0.0
2014-01-04_21:12:14_884445	1388869934884.0	27.0	151.0	-224.0	0.0
2014-01-04_21:12:14_891092	1388869934891.0	24.0	148.0	-230.0	0.0
2014-01-04_21:12:14_897834	1388869934898.0	24.0	148.0	-230.0	0.0
2014-01-04_21:12:14_904538	1388869934904.0	24.0	148.0	-230.0	0.0
2014-01-04_21:12:14_911225	1388869934911.0	25.0	149.0	-225.0	0.0
2014-01-04_21:12:14_917928	1388869934918.0	25.0	149.0	-225.0	0.0
2014-01-04_21:12:14_924607	1388869934924.0	25.0	149.0	-225.0	0.0
2014-01-04_21:12:14_931299	1388869934931.0	26.0	148.0	-226.0	0.0
2014-01-04_21:12:14_937990	1388869934938.0	26.0	148.0	-226.0	0.0
2014-01-04_21:12:14_944673	1388869934944.0	26.0	148.0	-226.0	0.0
2014-01-04_21:12:14_951350	1388869934951.0	25.0	148.0	-225.0	0.0
2014-01-04_21:12:14_958059	1388869934958.0	25.0	148.0	-225.0	0.0
2014-01-04_21:12:14_964735	1388869934964.0	25.0	148.0	-225.0	0.0
2014-01-04_21:12:14_971426	1388869934971.0	23.0	147.0	-228.0	0.0
2014-01-04_21:12:14_978114	1388869934978.0	23.0	147.0	-228.0	0.0
2014-01-04_21:12:14_984776	1388869934985.0	23.0	147.0	-228.0	0.0
2014-01-04_21:12:14_991463	1388869934991.0	25.0	145.0	-226.0	0.0
2014-01-04_21:12:14_998249	1388869934998.0	25.0	145.0	-226.0	0.0
2014-01-04_21:12:15_005240	1388869935005.0	25.0	145.0	-226.0	0.0
2014-01-04_21:12:15_012095	1388869935012.0	32.0	149.0	-228.0	0.0
2014-01-04_21:12:15_018797	1388869935019.0	32.0	149.0	-228.0	0.0
2014-01-04_21:12:15_025590	1388869935025.0	32.0	149.0	-228.0	0.0
2014-01-04_21:12:15_032347	1388869935032.0	27.0	149.0	-228.0	0.0
2014-01-04_21:12:15_039033	1388869935039.0	27.0	149.0	-228.0	0.0
2014-01-04_21:12:15_045821	1388869935046.0	24.0	148.0	-225.0	0.0
2014-01-04_21:12:15_052509	1388869935052.0	24.0	148.0	-225.0	0.0
2014-01-04_21:12:15_059207	1388869935059.0	24.0	148.0	-225.0	0.0
2014-01-04_21:12:15_065904	1388869935066.0	25.0	150.0	-225.0	0.0
2014-01-04_21:12:15_072586	1388869935072.0	25.0	150.0	-225.0	0.0
2014-01-04_21:12:15_079252	1388869935079.0	25.0	150.0	-225.0	0.0
2014-01-04_21:12:15_085972	1388869935086.0	28.0	150.0	-228.0	0.0
2014-01-04_21:12:15_092637	1388869935092.0	28.0	150.0	-228.0	0.0
2014-01-04_21:12:15_099327	1388869935099.0	28.0	150.0	-228.0	0.0
2014-01-04_21:12:15_106074	1388869935106.0	26.0	149.0	-226.0	0.0
2014-01-04_21:12:15_112816	1388869935113.0	26.0	149.0	-226.0	0.0
2014-01-04_21:12:15_119509	1388869935119.0	26.0	149.0	-226.0	0.0
2014-01-04_21:12:15_126214	1388869935126.0	23.0	148.0	-226.0	0.0
2014-01-04_21:12:15_132907	1388869935133.0	23.0	148.0	-226.0	0.0
2014-01-04_21:12:15_139598	1388869935139.0	23.0	148.0	-226.0	0.0
2014-01-04_21:12:15_146296	1388869935146.0	24.0	149.0	-227.0	0.0
2014-01-04_21:12:15_152978	1388869935153.0	24.0	149.0	-227.0	0.0
2014-01-04_21:12:15_159663	1388869935159.0	24.0	149.0	-227.0	0.0
2014-01-04_21:12:15_166382	1388869935166.0	22.0	150.0	-225.0	0.0
2014-01-04_21:12:15_173057	1388869935173.0	22.0	150.0	-225.0	0.0
2014-01-04_21:12:15_179762	1388869935179.0	22.0	150.0	-225.0	0.0
2014-01-04_21:12:15_186453	1388869935186.0	22.0	147.0	-229.0	0.0
2014-01-04_21:12:15_193144	1388869935193.0	22.0	147.0	-229.0	0.0
2014-01-04_21:12:15_199830	1388869935200.0	22.0	147.0	-229.0	0.0
2014-01-04_21:12:15_206562	1388869935206.0	33.0	147.0	-229.0	0.0
2014-01-04_21:12:15_213278	1388869935213.0	33.0	147.0	-229.0	0.0
2014-01-04_21:12:15_220052	1388869935220.0	33.0	147.0	-229.0	0.0
2014-01-04_21:12:15_226735	1388869935226.0	34.0	149.0	-229.0	0.0
2014-01-04_21:12:15_233430	1388869935233.0	34.0	149.0	-229.0	0.0
2014-01-04_21:12:15_240128	1388869935240.0	25.0	149.0	-223.0	0.0
2014-01-04_21:12:15_246866	1388869935247.0	25.0	149.0	-223.0	0.0
2014-01-04_21:12:15_253614	1388869935253.0	25.0	149.0	-223.0	0.0
2014-01-04_21:12:15_260316	1388869935260.0	21.0	149.0	-229.0	0.0
2014-01-04_21:12:15_267014	1388869935267.0	21.0	149.0	-229.0	0.0
2014-01-04_21:12:15_276242	1388869935276.0	21.0	149.0	-229.0	0.0
2014-01-04_21:12:15_282983	1388869935283.0	25.0	150.0	-226.0	0.0
2014-01-04_21:12:15_289649	1388869935289.0	25.0	150.0	-226.0	0.0
2014-01-04_21:12:15_296355	1388869935296.0	25.0	150.0	-226.0	0.0
2014-01-04_21:12:15_303046	1388869935303.0	27.0	148.0	-227.0	0.0
2014-01-04_21:12:15_309802	1388869935310.0	27.0	148.0	-227.0	0.0
2014-01-04_21:12:15_316528	1388869935316.0	27.0	148.0	-227.0	0.0
2014-01-04_21:12:15_323198	1388869935323.0	28.0	152.0	-224.0	0.0
2014-01-04_21:12:15_329900	1388869935330.0	28.0	152.0	-224.0	0.0
2014-01-04_21:12:15_336613	1388869935336.0	28.0	152.0	-224.0	0.0
2014-01-04_21:12:15_343276	1388869935343.0	27.0	148.0	-225.0	0.0
2014-01-04_21:12:15_349968	1388869935350.0	27.0	148.0	-225.0	0.0
2014-01-04_21:12:15_356678	1388869935356.0	27.0	148.0	-225.0	0.0
2014-01-04_21:12:15_363357	1388869935363.0	26.0	150.0	-226.0	0.0
2014-01-04_21:12:15_370029	1388869935370.0	26.0	150.0	-226.0	0.0
2014-01-04_21:12:15_376734	1388869935376.0	27.0	146.0	-225.0	0.0
2014-01-04_21:12:15_383392	1388869935383.0	27.0	146.0	-225.0	0.0
2014-01-04_21:12:15_390068	1388869935390.0	27.0	146.0	-225.0	0.0
2014-01-04_21:12:15_396806	1388869935397.0	25.0	148.0	-225.0	0.0
2014-01-04_21:12:15_403491	1388869935403.0	25.0	148.0	-225.0	0.0
2014-01-04_21:12:15_410203	1388869935410.0	25.0	148.0	-225.0	0.0
2014-01-04_21:12:15_416933	1388869935417.0	31.0	150.0	-228.0	0.0
2014-01-04_21:12:15_423616	1388869935423.0	31.0	150.0	-228.0	0.0
2014-01-04_21:12:15_430322	1388869935430.0	31.0	150.0	-228.0	0.0
2014-01-04_21:12:15_437024	1388869935437.0	33.0	148.0	-224.0	0.0
2014-01-04_21:12:15_443698	1388869935443.0	33.0	148.0	-224.0	0.0
2014-01-04_21:12:15_450399	1388869935450.0	33.0	148.0	-224.0	0.0
2014-01-04_21:12:15_457096	1388869935457.0	30.0	148.0	-226.0	0.0
2014-01-04_21:12:15_463771	1388869935464.0	30.0	148.0	-226.0	0.0
2014-01-04_21:12:15_470463	1388869935470.0	30.0	148.0	-226.0	0.0
2014-01-04_21:12:15_477151	1388869935477.0	21.0	149.0	-227.0	0.0
2014-01-04_21:12:15_483886	1388869935484.0	21.0	149.0	-227.0	0.0
2014-01-04_21:12:15_490545	1388869935490.0	21.0	149.0	-227.0	0.0
2014-01-04_21:12:15_497230	1388869935497.0	19.0	151.0	-230.0	0.0
2014-01-04_21:12:15_503917	1388869935504.0	19.0	151.0	-230.0	0.0
2014-01-04_21:12:15_511002	1388869935511.0	19.0	151.0	-230.0	0.0
2014-01-04_21:12:15_517776	1388869935518.0	19.0	146.0	-229.0	0.0
2014-01-04_21:12:15_524458	1388869935524.0	19.0	146.0	-229.0	0.0
2014-01-04_21:12:15_531134	1388869935531.0	19.0	146.0	-229.0	0.0
2014-01-04_21:12:15_537858	1388869935538.0	26.0	147.0	-229.0	0.0
2014-01-04_21:12:15_544553	1388869935544.0	26.0	147.0	-229.0	0.0
2014-01-04_21:12:15_551222	1388869935551.0	26.0	147.0	-229.0	0.0
2014-01-04_21:12:15_558010	1388869935558.0	33.0	150.0	-226.0	0.0
2014-01-04_21:12:15_566479	1388869935566.0	33.0	150.0	-226.0	0.0
2014-01-04_21:12:15_573190	1388869935573.0	31.0	150.0	-227.0	0.0
2014-01-04_21:12:15_579952	1388869935580.0	31.0	150.0	-227.0	0.0
2014-01-04_21:12:15_586656	1388869935586.0	31.0	150.0	-227.0	0.0
2014-01-04_21:12:15_593358	1388869935593.0	33.0	145.0	-220.0	0.0
2014-01-04_21:12:15_600038	1388869935600.0	33.0	145.0	-220.0	0.0
2014-01-04_21:12:15_606963	1388869935607.0	33.0	145.0	-220.0	0.0
2014-01-04_21:12:15_613774	1388869935614.0	16.0	146.0	-224.0	0.0
2014-01-04_21:12:15_620560	1388869935620.0	16.0	146.0	-224.0	0.0
2014-01-04_21:12:15_627269	1388869935627.0	16.0	146.0	-224.0	0.0
2014-01-04_21:12:15_633961	1388869935634.0	9.0	152.0	-231.0	0.0
2014-01-04_21:12:15_640643	1388869935640.0	9.0	152.0	-231.0	0.0
2014-01-04_21:12:15_647339	1388869935647.0	9.0	152.0	-231.0	0.0
2014-01-04_21:12:15_654025	1388869935654.0	23.0	145.0	-230.0	0.0
2014-01-04_21:12:15_660701	1388869935660.0	23.0	145.0	-230.0	0.0
2014-01-04_21:12:15_667392	1388869935667.0	23.0	145.0	-230.0	0.0
2014-01-04_21:12:15_674101	1388869935674.0	27.0	150.0	-233.0	0.0
2014-01-04_21:12:15_680797	1388869935681.0	27.0	150.0	-233.0	0.0
2014-01-04_21:12:15_687469	1388869935687.0	30.0	153.0	-234.0	0.0
2014-01-04_21:12:15_694142	1388869935694.0	30.0	153.0	-234.0	0.0
2014-01-04_21:12:15_700829	1388869935701.0	30.0	153.0	-234.0	0.0
2014-01-04_21:12:15_707530	1388869935707.0	20.0	147.0	-233.0	0.0
2014-01-04_21:12:15_714207	1388869935714.0	20.0	147.0	-233.0	0.0
2014-01-04_21:12:15_720921	1388869935721.0	20.0	147.0	-233.0	0.0
2014-01-04_21:12:15_727633	1388869935727.0	22.0	144.0	-233.0	0.0
2014-01-04_21:12:15_734325	1388869935734.0	22.0	144.0	-233.0	0.0
2014-01-04_21:12:15_741020	1388869935741.0	22.0	144.0	-233.0	0.0
2014-01-04_21:12:15_747703	1388869935747.0	24.0	150.0	-239.0	0.0
2014-01-04_21:12:15_754384	1388869935754.0	24.0	150.0	-239.0	0.0
2014-01-04_21:12:15_761067	1388869935761.0	24.0	150.0	-239.0	0.0
2014-01-04_21:12:15_767759	1388869935767.0	27.0	151.0	-245.0	0.0
2014-01-04_21:12:15_774437	1388869935774.0	27.0	151.0	-245.0	0.0
2014-01-04_21:12:15_781415	1388869935781.0	27.0	151.0	-245.0	0.0
2014-01-04_21:12:15_788194	1388869935788.0	23.0	147.0	-245.0	0.0
2014-01-04_21:12:15_794881	1388869935795.0	23.0	147.0	-245.0	0.0
2014-01-04_21:12:15_801563	1388869935801.0	23.0	147.0	-245.0	0.0
2014-01-04_21:12:15_808259	1388869935808.0	22.0	147.0	-248.0	0.0
2014-01-04_21:12:15_814930	1388869935815.0	22.0	147.0	-248.0	0.0
2014-01-04_21:12:15_821706	1388869935821.0	22.0	147.0	-248.0	0.0
2014-01-04_21:12:15_828426	1388869935828.0	22.0	144.0	-255.0	0.0
2014-01-04_21:12:15_835115	1388869935835.0	22.0	144.0	-255.0	0.0
2014-01-04_21:12:15_841827	1388869935842.0	22.0	144.0	-255.0	0.0
2014-01-04_21:12:15_848540	1388869935848.0	23.0	142.0	-258.0	0.0
2014-01-04_21:12:15_855215	1388869935855.0	23.0	142.0	-258.0	0.0
2014-01-04_21:12:15_861895	1388869935862.0	23.0	142.0	-258.0	0.0
2014-01-04_21:12:15_868606	1388869935868.0	21.0	141.0	-256.0	0.0
2014-01-04_21:12:15_875346	1388869935875.0	21.0	141.0	-256.0	0.0
2014-01-04_21:12:15_882084	1388869935882.0	19.0	137.0	-257.0	0.0
2014-01-04_21:12:15_888746	1388869935888.0	19.0	137.0	-257.0	0.0
2014-01-04_21:12:15_895403	1388869935895.0	19.0	137.0	-257.0	0.0
2014-01-04_21:12:15_902269	1388869935902.0	20.0	141.0	-258.0	0.0
2014-01-04_21:12:15_908964	1388869935909.0	20.0	141.0	-258.0	0.0
2014-01-04_21:12:15_915641	1388869935915.0	20.0	141.0	-258.0	0.0
2014-01-04_21:12:15_922420	1388869935922.0	29.0	133.0	-256.0	0.0
2014-01-04_21:12:15_929136	1388869935929.0	29.0	133.0	-256.0	0.0
2014-01-04_21:12:15_935885	1388869935936.0	29.0	133.0	-256.0	0.0
2014-01-04_21:12:15_942578	1388869935942.0	31.0	128.0	-261.0	0.0
2014-01-04_21:12:15_949270	1388869935949.0	31.0	128.0	-261.0	0.0
2014-01-04_21:12:15_956048	1388869935956.0	31.0	128.0	-261.0	0.0
2014-01-04_21:12:15_962710	1388869935962.0	28.0	129.0	-254.0	0.0
2014-01-04_21:12:15_969406	1388869935969.0	28.0	129.0	-254.0	0.0
2014-01-04_21:12:15_976103	1388869935976.0	28.0	129.0	-254.0	0.0
2014-01-04_21:12:15_982799	1388869935983.0	31.0	124.0	-249.0	0.0
2014-01-04_21:12:15_989466	1388869935989.0	31.0	124.0	-249.0	0.0
2014-01-04_21:12:15_996239	1388869935996.0	31.0	124.0	-249.0	0.0
2014-01-04_21:12:16_002905	1388869936003.0	27.0	114.0	-247.0	0.0
2014-01-04_21:12:16_009599	1388869936009.0	27.0	114.0	-247.0	0.0
2014-01-04_21:12:16_016293	1388869936016.0	27.0	114.0	-247.0	0.0
2014-01-04_21:12:16_023018	1388869936023.0	30.0	109.0	-247.0	0.0
2014-01-04_21:12:16_029809	1388869936030.0	30.0	109.0	-247.0	0.0
2014-01-04_21:12:16_036505	1388869936036.0	30.0	109.0	-247.0	0.0
2014-01-04_21:12:16_043201	1388869936043.0	27.0	111.0	-246.0	0.0
2014-01-04_21:12:16_049907	1388869936050.0	27.0	111.0	-246.0	0.0
2014-01-04_21:12:16_056605	1388869936056.0	27.0	111.0	-246.0	0.0
2014-01-04_21:12:16_063273	1388869936063.0	24.0	102.0	-253.0	0.0
2014-01-04_21:12:16_069978	1388869936070.0	24.0	102.0	-253.0	0.0
2014-01-04_21:12:16_076676	1388869936076.0	25.0	93.0	-251.0	0.0
2014-01-04_21:12:16_083364	1388869936083.0	25.0	93.0	-251.0	0.0
2014-01-04_21:12:16_090043	1388869936090.0	25.0	93.0	-251.0	0.0
2014-01-04_21:12:16_096739	1388869936096.0	18.0	92.0	-250.0	0.0
2014-01-04_21:12:16_103435	1388869936103.0	18.0	92.0	-250.0	0.0
2014-01-04_21:12:16_110143	1388869936110.0	18.0	92.0	-250.0	0.0
2014-01-04_21:12:16_116871	1388869936117.0	19.0	85.0	-247.0	0.0
2014-01-04_21:12:16_123535	1388869936124.0	19.0	85.0	-247.0	0.0
2014-01-04_21:12:16_130585	1388869936130.0	19.0	85.0	-247.0	0.0
2014-01-04_21:12:16_137308	1388869936137.0	21.0	80.0	-247.0	0.0
2014-01-04_21:12:16_143990	1388869936144.0	21.0	80.0	-247.0	0.0
2014-01-04_21:12:16_150720	1388869936150.0	21.0	80.0	-247.0	0.0
2014-01-04_21:12:16_157403	1388869936157.0	24.0	76.0	-250.0	0.0
2014-01-04_21:12:16_164156	1388869936164.0	24.0	76.0	-250.0	0.0
2014-01-04_21:12:16_170832	1388869936171.0	24.0	76.0	-250.0	0.0
2014-01-04_21:12:16_177515	1388869936177.0	22.0	72.0	-250.0	0.0
2014-01-04_21:12:16_184175	1388869936184.0	22.0	72.0	-250.0	0.0
2014-01-04_21:12:16_190874	1388869936191.0	22.0	72.0	-250.0	0.0
2014-01-04_21:12:16_197613	1388869936197.0	27.0	67.0	-253.0	0.0
2014-01-04_21:12:16_204332	1388869936204.0	27.0	67.0	-253.0	0.0
2014-01-04_21:12:16_211001	1388869936211.0	27.0	67.0	-253.0	0.0
2014-01-04_21:12:16_217701	1388869936217.0	29.0	65.0	-258.0	0.0
2014-01-04_21:12:16_224373	1388869936224.0	29.0	65.0	-258.0	0.0
2014-01-04_21:12:16_231078	1388869936231.0	29.0	65.0	-258.0	0.0
2014-01-04_21:12:16_237842	1388869936238.0	26.0	63.0	-261.0	0.0
2014-01-04_21:12:16_244521	1388869936244.0	26.0	63.0	-261.0	0.0
2014-01-04_21:12:16_251212	1388869936251.0	26.0	63.0	-261.0	0.0
2014-01-04_21:12:16_257899	1388869936258.0	25.0	56.0	-258.0	0.0
2014-01-04_21:12:16_264573	1388869936264.0	25.0	56.0	-258.0	0.0
2014-01-04_21:12:16_271249	1388869936271.0	25.0	50.0	-258.0	0.0
2014-01-04_21:12:16_277932	1388869936278.0	25.0	50.0	-258.0	0.0
2014-01-04_21:12:16_284593	1388869936284.0	25.0	50.0	-258.0	0.0
2014-01-04_21:12:16_291241	1388869936291.0	26.0	46.0	-255.0	0.0
2014-01-04_21:12:16_297928	1388869936298.0	26.0	46.0	-255.0	0.0
2014-01-04_21:12:16_304620	1388869936304.0	26.0	46.0	-255.0	0.0
2014-01-04_21:12:16_311300	1388869936311.0	27.0	44.0	-257.0	0.0
2014-01-04_21:12:16_318000	1388869936318.0	27.0	44.0	-257.0	0.0
2014-01-04_21:12:16_324684	1388869936324.0	27.0	44.0	-257.0	0.0
2014-01-04_21:12:16_331391	1388869936331.0	30.0	40.0	-262.0	0.0
2014-01-04_21:12:16_338098	1388869936338.0	30.0	40.0	-262.0	0.0
2014-01-04_21:12:16_344758	1388869936344.0	30.0	40.0	-262.0	0.0
2014-01-04_21:12:16_351456	1388869936351.0	27.0	38.0	-264.0	0.0
2014-01-04_21:12:16_358181	1388869936358.0	27.0	38.0	-264.0	0.0
2014-01-04_21:12:16_364863	1388869936365.0	27.0	38.0	-264.0	0.0
2014-01-04_21:12:16_371528	1388869936371.0	19.0	36.0	-264.0	0.0
2014-01-04_21:12:16_378204	1388869936378.0	19.0	36.0	-264.0	0.0
2014-01-04_21:12:16_384858	1388869936385.0	19.0	36.0	-264.0	0.0
2014-01-04_21:12:16_391613	1388869936391.0	24.0	26.0	-260.0	0.0
2014-01-04_21:12:16_398386	1388869936398.0	24.0	26.0	-260.0	0.0
2014-01-04_21:12:16_405064	1388869936405.0	24.0	26.0	-260.0	0.0
2014-01-04_21:12:16_411730	1388869936411.0	26.0	28.0	-255.0	0.0
2014-01-04_21:12:16_418420	1388869936418.0	26.0	28.0	-255.0	0.0
2014-01-04_21:12:16_425097	1388869936425.0	26.0	28.0	-255.0	0.0
2014-01-04_21:12:16_431855	1388869936432.0	28.0	18.0	-247.0	0.0
2014-01-04_21:12:16_438877	1388869936439.0	28.0	18.0	-247.0	0.0
2014-01-04_21:12:16_445607	1388869936445.0	28.0	18.0	-247.0	0.0
2014-01-04_21:12:16_452390	1388869936452.0	27.0	16.0	-235.0	0.0
2014-01-04_21:12:16_459073	1388869936459.0	27.0	16.0	-235.0	0.0
2014-01-04_21:12:16_465822	1388869936466.0	25.0	17.0	-237.0	0.0
2014-01-04_21:12:16_472486	1388869936472.0	25.0	17.0	-237.0	0.0
2014-01-04_21:12:16_479154	1388869936479.0	25.0	17.0	-237.0	0.0
2014-01-04_21:12:16_485960	1388869936486.0	18.0	14.0	-241.0	0.0
2014-01-04_21:12:16_492627	1388869936492.0	18.0	14.0	-241.0	0.0
2014-01-04_21:12:16_499301	1388869936499.0	18.0	14.0	-241.0	0.0
2014-01-04_21:12:16_506006	1388869936506.0	18.0	14.0	-246.0	0.0
2014-01-04_21:12:16_512676	1388869936512.0	18.0	14.0	-246.0	0.0
2014-01-04_21:12:16_519352	1388869936519.0	18.0	14.0	-246.0	0.0
2014-01-04_21:12:16_526041	1388869936526.0	28.0	15.0	-255.0	0.0
2014-01-04_21:12:16_532703	1388869936532.0	28.0	15.0	-255.0	0.0
2014-01-04_21:12:16_539423	1388869936539.0	28.0	15.0	-255.0	0.0
2014-01-04_21:12:16_546165	1388869936546.0	27.0	14.0	-260.0	0.0
2014-01-04_21:12:16_552859	1388869936553.0	27.0	14.0	-260.0	0.0
2014-01-04_21:12:16_559540	1388869936559.0	27.0	14.0	-260.0	0.0
2014-01-04_21:12:16_566244	1388869936566.0	24.0	15.0	-264.0	0.0
2014-01-04_21:12:16_572915	1388869936573.0	24.0	15.0	-264.0	0.0
2014-01-04_21:12:16_579589	1388869936579.0	24.0	15.0	-264.0	0.0
2014-01-04_21:12:16_586278	1388869936586.0	24.0	11.0	-265.0	0.0
2014-01-04_21:12:16_592983	1388869936593.0	24.0	11.0	-265.0	0.0
2014-01-04_21:12:16_599670	1388869936599.0	24.0	11.0	-265.0	0.0
2014-01-04_21:12:16_606366	1388869936606.0	26.0	17.0	-269.0	0.0
2014-01-04_21:12:16_613426	1388869936613.0	26.0	17.0	-269.0	0.0
2014-01-04_21:12:16_620218	1388869936620.0	26.0	17.0	-269.0	0.0
2014-01-04_21:12:16_627112	1388869936627.0	25.0	15.0	-269.0	0.0
2014-01-04_21:12:16_633808	1388869936634.0	25.0	15.0	-269.0	0.0
2014-01-04_21:12:16_640519	1388869936640.0	25.0	15.0	-269.0	0.0
2014-01-04_21:12:16_647226	1388869936647.0	23.0	13.0	-271.0	0.0
2014-01-04_21:12:16_653965	1388869936654.0	23.0	13.0	-271.0	0.0
2014-01-04_21:12:16_660662	1388869936660.0	23.0	13.0	-265.0	0.0
2014-01-04_21:12:16_667356	1388869936667.0	23.0	13.0	-265.0	0.0
2014-01-04_21:12:16_674020	1388869936674.0	23.0	13.0	-265.0	0.0
2014-01-04_21:12:16_680689	1388869936680.0	27.0	12.0	-268.0	0.0
2014-01-04_21:12:16_687361	1388869936687.0	27.0	12.0	-268.0	0.0
2014-01-04_21:12:16_694037	1388869936694.0	27.0	12.0	-268.0	0.0
2014-01-04_21:12:16_700724	1388869936700.0	27.0	16.0	-267.0	0.0
2014-01-04_21:12:16_707427	1388869936707.0	27.0	16.0	-267.0	0.0
2014-01-04_21:12:16_714113	1388869936714.0	27.0	16.0	-267.0	0.0
2014-01-04_21:12:16_720797	1388869936721.0	27.0	14.0	-267.0	0.0
2014-01-04_21:12:16_727489	1388869936727.0	27.0	14.0	-267.0	0.0
2014-01-04_21:12:16_734184	1388869936734.0	27.0	14.0	-267.0	0.0
2014-01-04_21:12:16_740909	1388869936741.0	28.0	14.0	-267.0	0.0
2014-01-04_21:12:16_747626	1388869936747.0	28.0	14.0	-267.0	0.0
2014-01-04_21:12:16_754309	1388869936754.0	28.0	14.0	-267.0	0.0
2014-01-04_21:12:16_761001	1388869936761.0	27.0	13.0	-271.0	0.0
2014-01-04_21:12:16_767685	1388869936767.0	27.0	13.0	-271.0	0.0
2014-01-04_21:12:16_774383	1388869936774.0	27.0	13.0	-271.0	0.0
2014-01-04_21:12:16_781066	1388869936781.0	27.0	16.0	-267.0	0.0
2014-01-04_21:12:16_787749	1388869936787.0	27.0	16.0	-267.0	0.0
2014-01-04_21:12:16_794440	1388869936794.0	27.0	16.0	-267.0	0.0
2014-01-04_21:12:16_801136	1388869936801.0	27.0	11.0	-265.0	0.0
2014-01-04_21:12:16_807825	1388869936808.0	27.0	11.0	-265.0	0.0
2014-01-04_21:12:16_814525	1388869936814.0	27.0	11.0	-265.0	0.0
2014-01-04_21:12:16_821215	1388869936821.0	27.0	13.0	-261.0	0.0
2014-01-04_21:12:16_827954	1388869936828.0	27.0	13.0	-261.0	0.0
2014-01-04_21:12:16_834648	1388869936834.0	27.0	13.0	-261.0	0.0
2014-01-04_21:12:16_841544	1388869936841.0	27.0	15.0	-263.0	0.0
2014-01-04_21:12:16_848297	1388869936848.0	27.0	15.0	-263.0	0.0
2014-01-04_21:12:16_854999	1388869936855.0	23.0	13.0	-265.0	0.0
2014-01-04_21:12:16_861769	1388869936862.0	23.0	13.0	-265.0	0.0
2014-01-04_21:12:16_868471	1388869936868.0	23.0	13.0	-265.0	0.0
2014-01-04_21:12:16_875144	1388869936875.0	25.0	13.0	-262.0	0.0
2014-01-04_21:12:16_881805	1388869936882.0	25.0	13.0	-262.0	0.0
2014-01-04_21:12:16_888472	1388869936888.0	25.0	13.0	-262.0	0.0
2014-01-04_21:12:16_895143	1388869936895.0	26.0	14.0	-261.0	0.0
2014-01-04_21:12:16_901895	1388869936902.0	26.0	14.0	-261.0	0.0
2014-01-04_21:12:16_908613	1388869936908.0	26.0	14.0	-261.0	0.0
2014-01-04_21:12:16_915295	1388869936915.0	28.0	14.0	-255.0	0.0
